transaction_id,user_id,merchant_id,amount,timestamp,location,payment_method,device_id,is_fraud
TXN_008897,USER_0014,MERCH_093,39.5,2025-03-22 02:52:17,Austin,debit_card,DEV_0168,0
TXN_007488,USER_0254,MERCH_043,358.8,2025-03-16 06:08:46,Houston,wallet,DEV_0002,0
TXN_009615,USER_0290,MERCH_013,257.92,2025-02-25 21:28:51,Houston,wallet,DEV_0055,0
TXN_009217,USER_0387,MERCH_067,101.16,2025-01-12 06:02:03,Houston,debit_card,DEV_0317,0
TXN_001672,USER_0061,MERCH_031,204.36,2025-01-30 09:19:04,Austin,debit_card,DEV_0335,0
TXN_002358,USER_0239,MERCH_058,445.78,2025-03-13 17:50:49,Chicago,UPI,DEV_0038,0
TXN_008467,USER_0389,MERCH_035,320.67,2025-03-16 03:14:51,Houston,debit_card,DEV_0382,0
TXN_000274,USER_0434,MERCH_067,427.07,2025-01-28 16:14:41,Los Angeles,debit_card,DEV_0140,0
TXN_002473,USER_0294,MERCH_090,475.02,2025-02-07 14:49:35,San Antonio,net_banking,DEV_0357,0
TXN_005489,USER_0339,MERCH_061,303.83,2025-03-18 18:08:13,New York,net_banking,DEV_0372,0
TXN_004771,USER_0313,MERCH_056,181.43,2025-02-08 17:10:49,San Antonio,net_banking,DEV_0209,0
TXN_002107,USER_0251,MERCH_004,191.07,2025-01-28 08:43:44,Austin,net_banking,DEV_0375,0
TXN_007500,USER_0217,MERCH_057,89.32,2025-02-22 00:20:30,San Antonio,net_banking,DEV_0173,0
TXN_004414,USER_0147,MERCH_069,224.03,2025-02-05 04:51:32,Austin,UPI,DEV_0059,0
TXN_008138,USER_0497,MERCH_004,177.72,2025-02-20 09:04:28,Philadelphia,wallet,DEV_0079,0
TXN_008660,USER_0395,MERCH_035,240.46,2025-02-28 16:29:13,Houston,UPI,DEV_0398,0
TXN_008239,USER_0110,MERCH_022,11.07,2025-02-06 10:31:03,Philadelphia,credit_card,DEV_0308,0
TXN_002417,USER_0458,MERCH_052,70.5,2025-03-13 19:31:15,Austin,debit_card,DEV_0106,0
TXN_008771,USER_0036,MERCH_094,27.96,2025-01-14 03:03:18,Phoenix,UPI,DEV_0269,0
TXN_002236,USER_0160,MERCH_050,340.88,2025-02-16 16:00:01,New York,UPI,DEV_0216,0
TXN_003767,USER_0324,MERCH_097,109.98,2025-02-06 03:39:52,Los Angeles,credit_card,DEV_0119,0
TXN_009791,USER_0130,MERCH_020,1512.67,2025-01-30 17:09:44,Philadelphia,net_banking,DEV_0259,1
TXN_009989,USER_0234,MERCH_042,1764.0,2025-01-24 07:02:11,Phoenix,UPI,DEV_0173,1
TXN_009965,USER_0301,MERCH_010,836.61,2025-02-12 06:25:17,Houston,debit_card,DEV_0397,1
TXN_007323,USER_0052,MERCH_051,142.63,2025-01-04 19:57:33,Dallas,net_banking,DEV_0074,0
TXN_001383,USER_0319,MERCH_083,179.91,2025-03-09 17:19:35,San Antonio,credit_card,DEV_0083,0
TXN_003101,USER_0206,MERCH_058,201.34,2025-01-20 00:41:12,Dallas,debit_card,DEV_0014,0
TXN_003921,USER_0130,MERCH_016,209.03,2025-01-01 06:10:30,New York,wallet,DEV_0048,0
TXN_006685,USER_0141,MERCH_022,249.63,2025-02-05 02:28:01,Houston,credit_card,DEV_0129,0
TXN_003194,USER_0058,MERCH_049,207.32,2025-01-13 13:45:45,Chicago,credit_card,DEV_0062,0
TXN_001941,USER_0059,MERCH_007,448.58,2025-02-25 20:23:03,Phoenix,debit_card,DEV_0034,0
TXN_007713,USER_0050,MERCH_029,398.56,2025-02-13 05:49:39,New York,UPI,DEV_0295,0
TXN_004896,USER_0267,MERCH_091,109.53,2025-01-30 01:04:50,Houston,net_banking,DEV_0315,0
TXN_004782,USER_0259,MERCH_005,75.93,2025-02-03 20:24:40,Dallas,wallet,DEV_0368,0
TXN_001496,USER_0174,MERCH_084,469.42,2025-03-18 00:21:25,New York,net_banking,DEV_0265,0
TXN_001957,USER_0126,MERCH_074,373.1,2025-02-11 19:39:05,Philadelphia,debit_card,DEV_0382,0
TXN_009171,USER_0464,MERCH_009,485.27,2025-02-14 11:30:44,San Antonio,UPI,DEV_0182,0
TXN_009745,USER_0207,MERCH_045,2641.1,2025-02-23 11:19:13,San Antonio,wallet,DEV_0142,1
TXN_007332,USER_0272,MERCH_046,286.65,2025-02-19 12:15:38,Los Angeles,wallet,DEV_0089,0
TXN_007949,USER_0292,MERCH_050,11.99,2025-01-15 02:17:02,Philadelphia,credit_card,DEV_0313,0
TXN_003017,USER_0066,MERCH_055,392.35,2025-01-02 17:52:13,New York,debit_card,DEV_0029,0
TXN_006746,USER_0228,MERCH_046,243.15,2025-01-22 20:51:06,Philadelphia,UPI,DEV_0159,0
TXN_000513,USER_0391,MERCH_007,32.51,2025-03-02 19:06:14,San Diego,credit_card,DEV_0064,0
TXN_003934,USER_0229,MERCH_042,193.78,2025-02-25 19:16:27,Austin,wallet,DEV_0129,0
TXN_003025,USER_0003,MERCH_068,492.72,2025-03-17 18:05:54,Houston,UPI,DEV_0153,0
TXN_001199,USER_0348,MERCH_071,67.27,2025-01-03 09:46:40,San Antonio,wallet,DEV_0113,0
TXN_005028,USER_0009,MERCH_053,353.39,2025-02-14 10:13:46,New York,net_banking,DEV_0300,0
TXN_009784,USER_0070,MERCH_096,980.76,2025-01-23 18:35:43,Chicago,net_banking,DEV_0259,1
TXN_000921,USER_0320,MERCH_090,299.25,2025-01-05 18:22:40,Philadelphia,debit_card,DEV_0311,0
TXN_004649,USER_0397,MERCH_064,431.24,2025-01-18 12:14:45,Philadelphia,credit_card,DEV_0273,0
TXN_005332,USER_0463,MERCH_042,284.49,2025-02-10 06:20:03,Houston,wallet,DEV_0398,0
TXN_001076,USER_0093,MERCH_059,259.61,2025-02-23 14:22:11,San Diego,net_banking,DEV_0182,0
TXN_006768,USER_0008,MERCH_006,298.12,2025-03-29 08:00:56,New York,net_banking,DEV_0109,0
TXN_009410,USER_0337,MERCH_076,375.15,2025-03-28 17:16:20,Philadelphia,UPI,DEV_0097,0
TXN_001671,USER_0174,MERCH_076,222.57,2025-01-15 10:11:21,San Antonio,debit_card,DEV_0018,0
TXN_000474,USER_0248,MERCH_014,154.76,2025-03-31 09:01:52,Los Angeles,credit_card,DEV_0374,0
TXN_009186,USER_0495,MERCH_028,165.74,2025-02-11 09:47:34,Houston,UPI,DEV_0116,0
TXN_008839,USER_0128,MERCH_034,334.08,2025-02-17 22:38:34,Phoenix,debit_card,DEV_0307,0
TXN_005758,USER_0362,MERCH_017,353.6,2025-01-24 07:13:22,New York,net_banking,DEV_0015,0
TXN_006297,USER_0381,MERCH_099,208.33,2025-01-29 08:38:49,San Diego,UPI,DEV_0077,0
TXN_002478,USER_0031,MERCH_088,192.84,2025-01-17 08:39:50,New York,wallet,DEV_0007,0
TXN_005493,USER_0497,MERCH_079,151.58,2025-01-19 00:59:48,San Antonio,UPI,DEV_0037,0
TXN_003914,USER_0484,MERCH_006,257.04,2025-01-12 09:15:18,Houston,wallet,DEV_0271,0
TXN_002138,USER_0145,MERCH_039,21.88,2025-03-03 07:37:51,Houston,credit_card,DEV_0140,0
TXN_005454,USER_0113,MERCH_099,338.91,2025-01-03 16:04:21,New York,wallet,DEV_0041,0
TXN_005379,USER_0348,MERCH_043,82.67,2025-01-24 11:15:51,Los Angeles,credit_card,DEV_0386,0
TXN_008985,USER_0191,MERCH_026,174.04,2025-03-20 01:40:32,New York,UPI,DEV_0113,0
TXN_004023,USER_0051,MERCH_044,187.52,2025-01-16 00:37:38,San Antonio,credit_card,DEV_0391,0
TXN_003485,USER_0412,MERCH_066,145.29,2025-03-27 15:22:01,Phoenix,credit_card,DEV_0337,0
TXN_002455,USER_0096,MERCH_067,294.64,2025-03-02 21:36:37,Austin,net_banking,DEV_0383,0
TXN_002464,USER_0350,MERCH_046,42.05,2025-03-11 19:05:08,Phoenix,wallet,DEV_0130,0
TXN_008696,USER_0188,MERCH_046,206.9,2025-02-19 10:19:58,Philadelphia,wallet,DEV_0285,0
TXN_001369,USER_0109,MERCH_024,48.33,2025-02-28 15:32:42,Phoenix,credit_card,DEV_0223,0
TXN_006688,USER_0325,MERCH_021,76.81,2025-03-11 07:10:28,Houston,wallet,DEV_0300,0
TXN_007456,USER_0136,MERCH_093,304.45,2025-02-07 21:28:19,Los Angeles,net_banking,DEV_0125,0
TXN_009974,USER_0036,MERCH_077,2365.54,2025-01-09 21:06:00,Austin,UPI,DEV_0083,1
TXN_001901,USER_0420,MERCH_009,230.21,2025-03-28 08:34:04,New York,wallet,DEV_0130,0
TXN_004871,USER_0095,MERCH_059,410.39,2025-01-15 11:09:54,Dallas,net_banking,DEV_0346,0
TXN_004710,USER_0068,MERCH_074,64.02,2025-02-12 10:29:05,Philadelphia,credit_card,DEV_0096,0
TXN_007886,USER_0468,MERCH_061,281.26,2025-01-18 09:08:43,Dallas,UPI,DEV_0189,0
TXN_001793,USER_0296,MERCH_055,480.2,2025-01-28 00:53:47,Chicago,credit_card,DEV_0166,0
TXN_002874,USER_0243,MERCH_064,281.26,2025-02-23 13:19:54,Philadelphia,credit_card,DEV_0320,0
TXN_006217,USER_0256,MERCH_053,468.24,2025-02-13 07:00:32,New York,UPI,DEV_0356,0
TXN_005213,USER_0307,MERCH_039,418.1,2025-02-05 03:48:47,Dallas,credit_card,DEV_0335,0
TXN_002245,USER_0264,MERCH_079,366.54,2025-02-14 04:12:07,San Antonio,credit_card,DEV_0238,0
TXN_001741,USER_0246,MERCH_008,259.83,2025-03-04 12:19:59,New York,UPI,DEV_0057,0
TXN_001020,USER_0212,MERCH_006,173.56,2025-02-24 09:51:45,Houston,credit_card,DEV_0328,0
TXN_000705,USER_0490,MERCH_086,437.84,2025-02-20 09:35:23,Dallas,wallet,DEV_0049,0
TXN_004294,USER_0488,MERCH_035,188.05,2025-01-28 00:59:20,Phoenix,net_banking,DEV_0372,0
TXN_005576,USER_0104,MERCH_011,94.16,2025-02-12 20:28:56,Houston,net_banking,DEV_0181,0
TXN_007166,USER_0160,MERCH_068,219.22,2025-01-04 12:47:00,San Antonio,net_banking,DEV_0383,0
TXN_008177,USER_0232,MERCH_089,376.4,2025-03-24 01:04:50,Houston,net_banking,DEV_0389,0
TXN_000908,USER_0331,MERCH_020,353.65,2025-03-18 20:15:00,Los Angeles,debit_card,DEV_0250,0
TXN_005193,USER_0079,MERCH_074,342.02,2025-01-27 22:14:29,Phoenix,credit_card,DEV_0158,0
TXN_003077,USER_0263,MERCH_022,458.43,2025-01-08 07:10:43,New York,debit_card,DEV_0328,0
TXN_009366,USER_0064,MERCH_070,402.35,2025-03-05 10:42:53,Houston,credit_card,DEV_0123,0
TXN_000594,USER_0076,MERCH_076,355.3,2025-01-14 18:04:28,Los Angeles,wallet,DEV_0187,0
TXN_005304,USER_0483,MERCH_088,22.12,2025-01-20 17:31:52,Austin,credit_card,DEV_0312,0
TXN_000440,USER_0301,MERCH_019,378.6,2025-03-11 04:44:16,San Antonio,credit_card,DEV_0154,0
TXN_007606,USER_0333,MERCH_047,327.68,2025-01-28 04:46:47,Philadelphia,wallet,DEV_0125,0
TXN_004092,USER_0302,MERCH_048,146.15,2025-01-07 08:46:51,New York,net_banking,DEV_0094,0
TXN_006134,USER_0002,MERCH_087,483.82,2025-02-06 15:55:49,Chicago,debit_card,DEV_0282,0
TXN_000010,USER_0444,MERCH_013,196.26,2025-02-14 00:31:21,Philadelphia,debit_card,DEV_0190,0
TXN_003776,USER_0148,MERCH_088,394.88,2025-02-06 03:40:27,Austin,debit_card,DEV_0308,0
TXN_008999,USER_0264,MERCH_026,308.28,2025-03-21 12:09:31,Dallas,credit_card,DEV_0099,0
TXN_003708,USER_0073,MERCH_092,465.78,2025-03-20 12:19:19,Chicago,debit_card,DEV_0039,0
TXN_003780,USER_0380,MERCH_032,203.25,2025-03-05 22:12:40,Chicago,credit_card,DEV_0035,0
TXN_000093,USER_0172,MERCH_041,447.58,2025-01-08 19:45:34,Chicago,debit_card,DEV_0119,0
TXN_009239,USER_0203,MERCH_091,331.24,2025-03-16 10:11:56,Los Angeles,wallet,DEV_0145,0
TXN_003949,USER_0074,MERCH_059,52.47,2025-01-09 17:05:18,Chicago,debit_card,DEV_0066,0
TXN_005785,USER_0089,MERCH_025,477.48,2025-01-13 12:44:38,San Diego,net_banking,DEV_0330,0
TXN_004870,USER_0337,MERCH_046,292.29,2025-01-27 16:15:48,Chicago,net_banking,DEV_0184,0
TXN_004802,USER_0172,MERCH_070,441.58,2025-02-28 06:25:11,Chicago,wallet,DEV_0350,0
TXN_004867,USER_0396,MERCH_088,346.47,2025-03-08 11:06:30,Houston,debit_card,DEV_0385,0
TXN_000292,USER_0104,MERCH_006,397.64,2025-03-28 00:02:28,New York,UPI,DEV_0159,0
TXN_007888,USER_0410,MERCH_006,222.4,2025-02-17 09:21:53,Chicago,credit_card,DEV_0310,0
TXN_007405,USER_0298,MERCH_098,28.74,2025-01-31 21:50:25,Los Angeles,wallet,DEV_0173,0
TXN_005595,USER_0052,MERCH_043,367.15,2025-01-10 05:19:40,San Diego,net_banking,DEV_0154,0
TXN_002886,USER_0048,MERCH_085,173.3,2025-03-13 22:52:29,New York,debit_card,DEV_0036,0
TXN_006454,USER_0058,MERCH_038,63.98,2025-01-01 15:56:16,Los Angeles,debit_card,DEV_0263,0
TXN_002542,USER_0456,MERCH_021,333.23,2025-02-20 05:51:51,San Antonio,debit_card,DEV_0227,0
TXN_001765,USER_0001,MERCH_084,180.26,2025-02-28 18:07:26,Philadelphia,UPI,DEV_0043,0
TXN_006800,USER_0377,MERCH_021,249.04,2025-03-03 08:41:01,Phoenix,net_banking,DEV_0277,0
TXN_001877,USER_0411,MERCH_017,257.09,2025-03-03 07:21:51,Austin,net_banking,DEV_0391,0
TXN_001981,USER_0344,MERCH_001,236.78,2025-03-16 01:54:30,Dallas,net_banking,DEV_0028,0
TXN_009729,USER_0446,MERCH_033,4656.12,2025-01-10 22:53:26,New York,debit_card,DEV_0094,1
TXN_009608,USER_0444,MERCH_014,327.77,2025-01-26 05:06:38,Los Angeles,debit_card,DEV_0345,0
TXN_002685,USER_0131,MERCH_090,242.06,2025-03-19 11:04:57,San Antonio,wallet,DEV_0395,0
TXN_008930,USER_0296,MERCH_083,368.82,2025-02-16 13:21:33,San Antonio,debit_card,DEV_0378,0
TXN_003458,USER_0002,MERCH_051,250.48,2025-02-06 14:25:11,Chicago,UPI,DEV_0168,0
TXN_004541,USER_0242,MERCH_030,184.54,2025-03-23 01:18:58,Los Angeles,UPI,DEV_0353,0
TXN_002178,USER_0390,MERCH_016,127.98,2025-02-08 04:19:52,San Antonio,net_banking,DEV_0362,0
TXN_004450,USER_0252,MERCH_042,235.52,2025-03-01 15:09:04,San Antonio,wallet,DEV_0374,0
TXN_003859,USER_0122,MERCH_099,171.04,2025-03-14 16:24:11,San Diego,debit_card,DEV_0252,0
TXN_007623,USER_0411,MERCH_054,498.89,2025-02-05 10:02:57,Austin,UPI,DEV_0045,0
TXN_007654,USER_0322,MERCH_090,175.59,2025-01-15 10:44:51,Houston,UPI,DEV_0353,0
TXN_004519,USER_0170,MERCH_098,232.53,2025-01-06 03:13:01,San Antonio,wallet,DEV_0334,0
TXN_002517,USER_0225,MERCH_095,79.95,2025-02-27 23:06:51,New York,wallet,DEV_0393,0
TXN_004836,USER_0428,MERCH_081,27.7,2025-01-27 17:20:55,Chicago,wallet,DEV_0387,0
TXN_002885,USER_0337,MERCH_039,59.21,2025-02-09 04:34:19,New York,UPI,DEV_0216,0
TXN_007281,USER_0115,MERCH_024,66.71,2025-02-06 17:11:09,San Diego,wallet,DEV_0388,0
TXN_006255,USER_0284,MERCH_037,296.75,2025-01-12 04:16:09,Philadelphia,credit_card,DEV_0262,0
TXN_004539,USER_0224,MERCH_097,232.37,2025-03-07 01:15:43,San Diego,debit_card,DEV_0142,0
TXN_005639,USER_0416,MERCH_078,354.98,2025-02-25 13:33:34,San Antonio,UPI,DEV_0260,0
TXN_009459,USER_0384,MERCH_048,447.28,2025-02-18 19:16:18,Houston,net_banking,DEV_0134,0
TXN_003481,USER_0384,MERCH_060,348.23,2025-02-15 16:13:00,Chicago,credit_card,DEV_0196,0
TXN_001277,USER_0154,MERCH_047,485.02,2025-01-20 14:07:54,San Diego,credit_card,DEV_0275,0
TXN_003146,USER_0105,MERCH_082,320.17,2025-02-23 22:30:58,Chicago,credit_card,DEV_0146,0
TXN_008262,USER_0015,MERCH_074,179.75,2025-03-31 21:58:53,Los Angeles,net_banking,DEV_0190,0
TXN_003205,USER_0066,MERCH_100,350.33,2025-02-18 05:03:50,New York,credit_card,DEV_0118,0
TXN_009892,USER_0235,MERCH_025,2426.71,2025-02-05 13:24:24,San Antonio,UPI,DEV_0173,1
TXN_002742,USER_0369,MERCH_036,149.25,2025-01-24 08:49:32,Houston,debit_card,DEV_0317,0
TXN_006076,USER_0413,MERCH_058,479.08,2025-01-09 05:36:13,Los Angeles,net_banking,DEV_0199,0
TXN_004047,USER_0361,MERCH_004,128.21,2025-03-17 20:27:32,Dallas,UPI,DEV_0076,0
TXN_005731,USER_0108,MERCH_024,136.63,2025-03-16 06:14:08,Houston,UPI,DEV_0075,0
TXN_002945,USER_0272,MERCH_076,450.5,2025-03-31 01:05:10,Austin,UPI,DEV_0232,0
TXN_005790,USER_0022,MERCH_098,366.14,2025-01-15 19:06:05,Philadelphia,UPI,DEV_0173,0
TXN_006794,USER_0156,MERCH_052,221.16,2025-02-08 01:44:01,San Antonio,wallet,DEV_0159,0
TXN_006543,USER_0333,MERCH_045,362.3,2025-03-15 09:03:08,Houston,UPI,DEV_0137,0
TXN_000700,USER_0357,MERCH_093,38.74,2025-03-23 23:28:39,Chicago,credit_card,DEV_0214,0
TXN_003574,USER_0405,MERCH_093,244.61,2025-03-19 13:11:40,Houston,credit_card,DEV_0332,0
TXN_007699,USER_0336,MERCH_027,34.86,2025-01-03 20:27:46,San Diego,UPI,DEV_0097,0
TXN_002515,USER_0056,MERCH_015,122.04,2025-03-22 21:15:05,San Antonio,debit_card,DEV_0043,0
TXN_003000,USER_0371,MERCH_010,478.54,2025-03-31 03:23:55,Austin,wallet,DEV_0255,0
TXN_005820,USER_0031,MERCH_027,29.78,2025-03-20 08:03:26,Chicago,net_banking,DEV_0323,0
TXN_008581,USER_0420,MERCH_084,125.3,2025-03-20 03:47:53,Philadelphia,wallet,DEV_0129,0
TXN_003684,USER_0320,MERCH_090,452.85,2025-02-08 13:41:06,San Antonio,debit_card,DEV_0082,0
TXN_002995,USER_0132,MERCH_076,164.39,2025-03-10 19:48:20,Los Angeles,net_banking,DEV_0373,0
TXN_004252,USER_0338,MERCH_047,130.54,2025-01-01 06:28:24,San Diego,wallet,DEV_0210,0
TXN_003411,USER_0485,MERCH_057,36.09,2025-02-25 07:03:31,Chicago,debit_card,DEV_0023,0
TXN_007962,USER_0333,MERCH_009,440.89,2025-02-22 20:38:38,Austin,net_banking,DEV_0006,0
TXN_006309,USER_0339,MERCH_069,99.21,2025-01-14 12:08:18,Austin,debit_card,DEV_0125,0
TXN_008611,USER_0180,MERCH_042,480.41,2025-02-23 21:26:53,San Diego,UPI,DEV_0107,0
TXN_005012,USER_0194,MERCH_055,339.94,2025-02-19 17:56:56,Houston,UPI,DEV_0210,0
TXN_007750,USER_0266,MERCH_033,12.72,2025-01-05 18:14:01,New York,credit_card,DEV_0151,0
TXN_005979,USER_0356,MERCH_048,21.2,2025-01-17 00:25:59,Los Angeles,wallet,DEV_0262,0
TXN_004048,USER_0433,MERCH_024,243.66,2025-03-25 12:40:31,San Antonio,debit_card,DEV_0234,0
TXN_004899,USER_0209,MERCH_019,344.83,2025-01-12 03:15:08,San Diego,wallet,DEV_0065,0
TXN_001318,USER_0011,MERCH_003,462.33,2025-03-04 19:52:04,Austin,debit_card,DEV_0046,0
TXN_009772,USER_0289,MERCH_007,1573.11,2025-01-21 06:06:23,Philadelphia,net_banking,DEV_0149,1
TXN_009137,USER_0343,MERCH_034,432.79,2025-02-05 08:16:31,Dallas,wallet,DEV_0121,0
TXN_007142,USER_0141,MERCH_044,190.35,2025-01-07 06:07:09,Dallas,wallet,DEV_0085,0
TXN_001897,USER_0434,MERCH_092,147.73,2025-02-08 03:21:02,Los Angeles,wallet,DEV_0393,0
TXN_007465,USER_0195,MERCH_042,279.76,2025-01-28 14:39:33,New York,UPI,DEV_0374,0
TXN_000603,USER_0344,MERCH_082,367.35,2025-02-02 14:21:10,San Diego,credit_card,DEV_0136,0
TXN_002846,USER_0469,MERCH_078,290.23,2025-03-31 14:57:16,Philadelphia,wallet,DEV_0115,0
TXN_008207,USER_0037,MERCH_063,268.63,2025-02-13 11:22:47,New York,UPI,DEV_0091,0
TXN_000393,USER_0479,MERCH_061,25.55,2025-02-09 16:43:44,Chicago,debit_card,DEV_0393,0
TXN_004436,USER_0030,MERCH_072,294.71,2025-02-05 21:12:58,Dallas,wallet,DEV_0391,0
TXN_009447,USER_0247,MERCH_050,46.2,2025-01-30 12:40:44,San Diego,wallet,DEV_0007,0
TXN_007234,USER_0226,MERCH_072,459.43,2025-02-10 17:41:26,San Diego,credit_card,DEV_0075,0
TXN_005398,USER_0102,MERCH_032,415.35,2025-03-22 04:42:31,Dallas,credit_card,DEV_0114,0
TXN_000095,USER_0170,MERCH_070,238.3,2025-01-07 01:05:22,Houston,net_banking,DEV_0200,0
TXN_001662,USER_0092,MERCH_063,366.42,2025-01-30 00:57:27,Chicago,credit_card,DEV_0281,0
TXN_008970,USER_0350,MERCH_090,142.34,2025-02-10 18:44:16,Dallas,credit_card,DEV_0041,0
TXN_005130,USER_0238,MERCH_016,80.93,2025-02-03 22:44:21,Los Angeles,UPI,DEV_0172,0
TXN_001488,USER_0243,MERCH_031,479.81,2025-03-22 19:54:23,New York,UPI,DEV_0267,0
TXN_008316,USER_0289,MERCH_025,347.88,2025-02-20 03:01:05,Los Angeles,debit_card,DEV_0232,0
TXN_002707,USER_0076,MERCH_039,75.28,2025-03-10 02:33:09,San Antonio,credit_card,DEV_0191,0
TXN_001595,USER_0417,MERCH_037,377.77,2025-01-23 05:37:55,Philadelphia,UPI,DEV_0125,0
TXN_009277,USER_0186,MERCH_071,179.09,2025-02-02 03:45:07,Chicago,credit_card,DEV_0038,0
TXN_002377,USER_0374,MERCH_083,449.69,2025-01-05 09:43:06,Chicago,debit_card,DEV_0091,0
TXN_005140,USER_0373,MERCH_049,180.32,2025-03-09 16:43:35,Austin,wallet,DEV_0122,0
TXN_006147,USER_0364,MERCH_093,469.6,2025-03-18 15:09:59,San Antonio,UPI,DEV_0321,0
TXN_008241,USER_0058,MERCH_063,385.16,2025-01-04 03:21:59,San Diego,UPI,DEV_0062,0
TXN_003948,USER_0210,MERCH_004,36.35,2025-01-13 09:45:53,Dallas,debit_card,DEV_0268,0
TXN_003933,USER_0105,MERCH_042,383.69,2025-01-27 23:10:02,San Antonio,net_banking,DEV_0016,0
TXN_004797,USER_0433,MERCH_084,455.69,2025-02-07 00:42:06,Austin,debit_card,DEV_0007,0
TXN_004372,USER_0361,MERCH_069,404.73,2025-01-08 05:54:00,Los Angeles,UPI,DEV_0316,0
TXN_009862,USER_0439,MERCH_069,1657.59,2025-02-21 16:13:40,Dallas,credit_card,DEV_0173,1
TXN_008242,USER_0471,MERCH_096,293.4,2025-01-16 16:21:38,San Antonio,net_banking,DEV_0243,0
TXN_003448,USER_0450,MERCH_028,219.92,2025-02-19 04:11:21,Austin,UPI,DEV_0033,0
TXN_002943,USER_0392,MERCH_021,113.77,2025-01-15 22:14:22,San Antonio,credit_card,DEV_0223,0
TXN_002465,USER_0486,MERCH_094,23.51,2025-02-28 00:49:54,San Diego,net_banking,DEV_0361,0
TXN_008582,USER_0145,MERCH_072,491.79,2025-03-10 22:29:31,New York,credit_card,DEV_0069,0
TXN_005506,USER_0294,MERCH_091,381.86,2025-03-22 19:02:38,New York,credit_card,DEV_0143,0
TXN_002698,USER_0366,MERCH_057,406.13,2025-03-30 12:18:38,Los Angeles,credit_card,DEV_0085,0
TXN_002447,USER_0048,MERCH_012,358.72,2025-03-30 19:23:57,San Antonio,UPI,DEV_0075,0
TXN_000019,USER_0387,MERCH_007,431.94,2025-01-15 20:08:45,Chicago,net_banking,DEV_0306,0
TXN_002748,USER_0055,MERCH_001,127.0,2025-01-30 22:50:37,San Antonio,wallet,DEV_0308,0
TXN_005399,USER_0127,MERCH_003,467.78,2025-01-23 13:37:57,Phoenix,UPI,DEV_0128,0
TXN_008078,USER_0100,MERCH_012,47.59,2025-03-27 14:40:34,Philadelphia,debit_card,DEV_0343,0
TXN_006871,USER_0453,MERCH_020,336.09,2025-02-23 21:31:14,New York,UPI,DEV_0361,0
TXN_004708,USER_0484,MERCH_030,372.45,2025-03-10 04:08:09,New York,wallet,DEV_0226,0
TXN_009476,USER_0160,MERCH_053,144.06,2025-01-11 12:28:25,Austin,net_banking,DEV_0081,0
TXN_000809,USER_0303,MERCH_009,122.61,2025-02-07 10:11:28,Chicago,credit_card,DEV_0009,0
TXN_007477,USER_0211,MERCH_004,288.92,2025-03-05 19:43:43,Austin,net_banking,DEV_0258,0
TXN_002273,USER_0472,MERCH_069,74.53,2025-02-28 22:41:46,Los Angeles,credit_card,DEV_0203,0
TXN_001923,USER_0299,MERCH_059,68.75,2025-02-01 00:05:56,Chicago,wallet,DEV_0212,0
TXN_001470,USER_0184,MERCH_050,96.82,2025-03-16 13:29:24,New York,credit_card,DEV_0237,0
TXN_007934,USER_0293,MERCH_075,139.96,2025-01-22 22:54:44,Dallas,net_banking,DEV_0314,0
TXN_007407,USER_0200,MERCH_019,358.39,2025-01-12 11:14:24,New York,UPI,DEV_0348,0
TXN_002406,USER_0431,MERCH_088,118.71,2025-01-02 14:57:31,Houston,UPI,DEV_0270,0
TXN_001142,USER_0139,MERCH_067,230.71,2025-01-24 05:30:05,Chicago,wallet,DEV_0355,0
TXN_001747,USER_0380,MERCH_047,374.04,2025-02-27 04:15:44,Dallas,wallet,DEV_0191,0
TXN_005709,USER_0078,MERCH_083,456.89,2025-02-10 00:41:27,Los Angeles,credit_card,DEV_0168,0
TXN_004975,USER_0436,MERCH_036,499.6,2025-01-22 03:34:27,Austin,debit_card,DEV_0075,0
TXN_007300,USER_0286,MERCH_069,143.51,2025-03-17 04:28:06,Dallas,wallet,DEV_0338,0
TXN_008148,USER_0227,MERCH_097,248.3,2025-03-15 18:26:30,San Diego,credit_card,DEV_0273,0
TXN_002833,USER_0201,MERCH_025,179.09,2025-01-05 17:58:25,New York,UPI,DEV_0200,0
TXN_003131,USER_0443,MERCH_083,403.17,2025-01-28 12:33:12,Los Angeles,credit_card,DEV_0398,0
TXN_001310,USER_0368,MERCH_055,439.61,2025-03-21 15:18:02,Los Angeles,debit_card,DEV_0358,0
TXN_008650,USER_0392,MERCH_026,246.37,2025-02-11 11:54:44,Austin,UPI,DEV_0333,0
TXN_006774,USER_0481,MERCH_099,41.88,2025-01-29 19:19:45,San Antonio,debit_card,DEV_0171,0
TXN_006756,USER_0308,MERCH_015,82.54,2025-02-12 21:00:45,Philadelphia,wallet,DEV_0125,0
TXN_000620,USER_0289,MERCH_008,84.05,2025-03-09 14:53:41,Los Angeles,credit_card,DEV_0343,0
TXN_002701,USER_0189,MERCH_082,276.31,2025-02-10 15:27:57,San Diego,credit_card,DEV_0143,0
TXN_002199,USER_0288,MERCH_045,67.68,2025-02-15 06:26:47,Austin,credit_card,DEV_0290,0
TXN_006196,USER_0001,MERCH_093,441.16,2025-01-22 04:57:48,Chicago,UPI,DEV_0016,0
TXN_008824,USER_0259,MERCH_005,182.23,2025-02-05 23:57:23,San Antonio,UPI,DEV_0160,0
